# Full data listing for the real world dataset
# Data Directory: 
D:/IUPUI/Test_Data/rw3/, data/rw3/, Projects/rw_data/
k21/left/exp_30/image_135_30.00.png, k21/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k21/left/exp_40/image_135_40.00.png, k21/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k21/left/exp_50/image_135_50.00.png, k21/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k21/left/exp_60/image_135_60.00.png, k21/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k21/left/exp_70/image_135_70.00.png, k21/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
#------------------------------------------------------
k22/left/exp_10/image_135_10.00.png, k22/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k22/left/exp_20/image_135_20.00.png, k22/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k22/left/exp_30/image_135_30.00.png, k22/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k22/left/exp_40/image_135_40.00.png, k22/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k22/left/exp_50/image_135_50.00.png, k22/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k22/left/exp_60/image_135_60.00.png, k22/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k22/left/exp_70/image_135_70.00.png, k22/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
#------------------------------------------------------
k23/left/exp_10/image_135_10.00.png, k23/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k23/left/exp_20/image_135_20.00.png, k23/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k23/left/exp_30/image_135_30.00.png, k23/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k23/left/exp_40/image_135_40.00.png, k23/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k23/left/exp_50/image_135_50.00.png, k23/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k23/left/exp_60/image_135_60.00.png, k23/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k23/left/exp_70/image_135_70.00.png, k23/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
#------------------------------------------------------
k24/left/exp_10/image_135_10.00.png, k24/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k24/left/exp_20/image_135_20.00.png, k24/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k24/left/exp_30/image_135_30.00.png, k24/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k24/left/exp_40/image_135_40.00.png, k24/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k24/left/exp_50/image_135_50.00.png, k24/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k24/left/exp_60/image_135_60.00.png, k24/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k24/left/exp_70/image_135_70.00.png, k24/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
#------------------------------------------------------
k25/left/exp_10/image_135_10.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k25/left/exp_20/image_135_20.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k25/left/exp_30/image_135_30.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k25/left/exp_40/image_135_40.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k25/left/exp_50/image_135_50.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k25/left/exp_60/image_135_60.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k25/left/exp_70/image_135_70.00.png, k25/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
#------------------------------------------------------
k26/left/exp_10/image_135_10.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k26/left/exp_20/image_135_20.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k26/left/exp_30/image_135_30.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k26/left/exp_40/image_135_40.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k26/left/exp_50/image_135_50.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k26/left/exp_60/image_135_60.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k26/left/exp_70/image_135_70.00.png, k26/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
#------------------------------------------------------
k27/left/exp_10/image_135_10.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k27/left/exp_20/image_135_20.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k27/left/exp_30/image_135_30.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k27/left/exp_40/image_135_40.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k27/left/exp_50/image_135_50.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k27/left/exp_60/image_135_60.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k27/left/exp_70/image_135_70.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
#------------------------------------------------------
k28/left/exp_10/image_135_10.00.png, k28/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k28/left/exp_20/image_135_20.00.png, k28/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k28/left/exp_30/image_135_30.00.png, k28/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k28/left/exp_40/image_135_40.00.png, k28/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k28/left/exp_50/image_135_50.00.png, k28/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k28/left/exp_60/image_135_60.00.png, k28/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k28/left/exp_70/image_135_70.00.png, k28/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
#------------------------------------------------------
k29/left/exp_10/image_135_10.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k29/left/exp_20/image_135_20.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k29/left/exp_30/image_135_30.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k29/left/exp_40/image_135_40.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k29/left/exp_50/image_135_50.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k29/left/exp_60/image_135_60.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k29/left/exp_70/image_135_70.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
#------------------------------------------------------
k30/left/exp_10/image_135_10.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k30/left/exp_20/image_135_20.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k30/left/exp_30/image_135_30.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k30/left/exp_40/image_135_40.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k30/left/exp_50/image_135_50.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k30/left/exp_60/image_135_60.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k30/left/exp_70/image_135_70.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
#------------------------------------------------------
k31/left/exp_10/image_135_10.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k31/left/exp_20/image_135_20.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k31/left/exp_30/image_135_30.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k31/left/exp_40/image_135_40.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k31/left/exp_50/image_135_50.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k31/left/exp_60/image_135_60.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56
k31/left/exp_70/image_135_70.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6_inv.png, 2.56

#------------------------------------------------------
